condition;mu;density;rxn1;rxn2;rxn3;rxn4;Ribosome
1;0.10263471044957241;1.0;0.5300471642300084;0.4699528357699916;0.2314213291443713;0.46189064601533636;0.12470706072398938
1;0.3445908518880346;1.0;0.915515888820833;0.08448411117916695;0.6680824014660687;0.0671735733091547;0.4412481306146711
1;0.34060569009398994;1.0;0.690892249688186;0.30910775031181403;0.41619004038711266;0.22805162856878022;0.4332344370356483
1;0.31962334111643326;1.0;0.42832795452932304;0.571672045470677;0.1630768802139527;0.5114082553170654;0.4050478081014595
1;0.03412697263850992;1.0;0.25541997384337123;0.7445800261566288;0.1418559559232224;0.43288018572685494;0.0398415072481687
1;0.18149819386207486;1.0;0.8346276861976408;0.16537231380235917;0.6804664649402971;0.14213150953293383;0.22446217706818242
1;0.00039954405041641;1.0;0.18214663086968375;0.8178533691303163;0.04088883149735559;0.37089045208550586;0.00045613974259445223
1;0.0670879894303903;1.0;0.32945076083746383;0.6705492391625362;0.32067951827164143;0.04037503126924198;0.07819441657427276
1;0.118830823888927;1.0;0.270059450238483;0.729940549761517;0.039020735741987896;0.3467353688912312;0.1393391462769721
1;0.2621374039696719;1.0;0.35489029597562505;0.645109704024375;0.019418400290936406;0.6267437750728944;0.328311660459418
1;0.10821136413697474;1.0;0.5556242885230801;0.4443757114769199;0.43261183223068767;0.12664435768961885;0.1284379769514533
1;0.11813515999790491;1.0;0.7177069704714898;0.28229302952851026;0.4350279658009909;0.015802719286641346;0.13922838709524632
1;0.28898373376555014;1.0;0.33635929159802214;0.6636407084019779;0.07048309275587296;0.3314201898490831;0.37601282165401784
1;0.06936390703438615;1.0;0.4659211197536155;0.5340788802463845;0.12590019084958376;0.4416031068393695;0.08165217878885411
1;0.011094332144840251;1.0;0.2139219047805112;0.7860780952194888;0.06263995021963635;0.5419508974410369;0.01291651648687418
1;0.2173717100462818;1.0;0.32553818554178926;0.6744618144582107;0.18734593025908397;0.29164586833868406;0.26368836850104244
1;0.47449478631133657;1.0;0.5816203589160152;0.4183796410839849;0.5607732115527777;0.37675916294907724;0.6442427909090308
1;0.06790374930404043;1.0;0.6752926775957547;0.32470732240424527;0.537412412507822;0.13921501621667268;0.08063515345173033
1;0.16694491902342848;1.0;0.7759676436402204;0.22403235635977956;0.5996841772770405;0.0009196964987678559;0.20168640412899214
1;0.1589193884939817;1.0;0.43448735843973507;0.5655126415602649;0.2889323970157585;0.35526208550516847;0.19230590076464582
1;0.04478316084305016;1.0;0.5876311078951859;0.41236889210481403;0.01547562493887348;0.2753138445759679;0.05114648728599387
1;0.13858193314872366;1.0;0.18540905991079837;0.8145909400892016;0.17911369943471958;0.4370723175165201;0.16757395453555807
1;0.1819264121355647;1.0;0.47777747924332803;0.522222520756672;0.32266004640246904;0.04078442359667636;0.21696871148184727
1;0.10131463711352008;1.0;0.40894914092806345;0.5910508590719366;0.20244498371320108;0.5354281226417678;0.12206947405287723
1;0.2569771542407232;1.0;0.7067548858119566;0.29324511418804344;0.27430348120567044;0.2869228300052135;0.32052467628314624
1;0.12212727003356853;1.0;0.3474752502162911;0.6525247497837089;0.10263661136541763;0.6333766670898859;0.1486979856171567
1;0.12340084554048482;1.0;0.3099143599414952;0.6900856400585048;0.23213748908361437;0.1484658180247439;0.14489440460182626
1;0.2338960579977328;1.0;0.41132339445042354;0.5886766055495765;0.2815844474561979;0.04359075843564124;0.2904899089658145
1;0.10974494247239486;1.0;0.36214474565783084;0.6378552543421692;0.28332687494620623;0.2911068867918706;0.13049037791951282
1;0.1894702440059516;1.0;0.8997109547628912;0.10028904523710877;0.27198296287645873;0.057068104574749506;0.22642204435317753
1;0.012385982740504483;1.0;0.7788016663971492;0.2211983336028508;0.17372909384747218;0.10244091205990931;0.014012660458616287
1;0.5377316164735323;1.0;0.835555714216026;0.16444428578397394;0.674943262287434;0.15087232551207622;0.7651911525069112
1;0.25186271464221893;1.0;0.47791847461259296;0.522081525387407;0.21139401174807843;0.192352099033589;0.39766221656354583
1;0.17435370857061094;1.0;0.5889756784188763;0.4110243215811237;0.35138418807947286;0.1260915282365373;0.20894954802918048
1;0.4247590131823389;1.0;0.6054882857207475;0.3945117142792524;0.457893614499714;0.2977176241993067;0.5587438082935614
1;0.03193264292737311;1.0;0.42559423654523554;0.5744057634547645;0.013843560656596237;0.3497492712711242;0.03657890593129623
1;0.10264948871057544;1.0;0.4161765118026649;0.5838234881973351;0.3703880436435194;0.4029070662186002;0.12407229711880448
1;0.07341060955968659;1.0;0.406505587759701;0.593494412240299;0.1595334985792825;0.21022095762415838;0.084982061813261
1;0.12525082474368793;1.0;0.3279450754216032;0.6720549245783968;0.18052581703753018;0.18824797587742456;0.14694691130965343
1;0.20891074857254843;1.0;0.48357891926928376;0.5164210807307162;0.4113933767829513;0.4502822143604951;0.2610548461835475
1;0.23326322866416996;1.0;0.5483767071121232;0.45162329288787684;0.38288805336767845;0.3140488908935869;0.2888643841045505
1;0.09449951208799921;1.0;0.5705790269414992;0.4294209730585008;0.24674991378077357;0.11898009428243217;0.10993983050459215
1;0.0882243143083376;1.0;0.8419028778291682;0.15809712217083177;0.15937717563125153;0.015511059721714333;0.10121143437691374
1;0.4008000601799665;1.0;0.804876839345525;0.19512316065447502;0.51800343826844;0.06296513238330835;0.5439846149049242
1;0.43861304998173667;1.0;0.37162502669344344;0.6283749733065566;0.037266106158482554;0.6169583982069294;0.6067729749450457
1;0.2517768800127021;1.0;0.5815473154551312;0.4184526845448688;0.49210074833388945;0.04344801243422699;0.3098561924320197
1;0.14367235830541678;1.0;0.5324342007428796;0.4675657992571204;0.15720051098799784;0.23218254862757573;0.16964873745170228
1;0.3016512781274192;1.0;0.45041233379113677;0.5495876662088632;0.29339620327668037;0.4609893376247277;0.38221623342173106
1;0.2763754564843316;1.0;0.7386072553089625;0.26139274469103746;0.5924832959538268;0.2306989133266098;0.3500725365854213
1;0.04937932224222037;1.0;0.9256128193459429;0.07438718065405713;0.16111353044680132;0.04505885265474788;0.05606838597918962
1;0.4374726910906696;1.0;0.11886951495225229;0.8811304850477477;0.11071998879618272;0.5396760695553106;0.5928053465263201
1;0.42816708355856314;1.0;0.19666231800942413;0.8033376819905759;0.13399443509756484;0.6115515183061881;0.5637817146149314
1;0.44998556461660033;1.0;0.8280289547466803;0.17197104525331974;0.5771230815650087;0.08986772167205148;0.6329718108646195
1;0.3074205414871574;1.0;0.5488719773702846;0.4511280226297154;0.25567807423774835;0.2300001894110869;0.3856956032562462
1;0.33507409918683495;1.0;0.7350744200689647;0.26492557993103527;0.4919196476363291;0.07058607305938577;0.4244522486583792
1;0.3236091572602602;1.0;0.3878857509742881;0.6121142490257119;0.25571296372282026;0.22291340202391927;0.41165507725425965
1;0.3325078344069932;1.0;0.8614482539008392;0.13855174609916074;0.7204485682387637;0.014752037298295238;0.42414498219564045
1;0.1661452124544158;1.0;0.7931499978502939;0.20685000214970606;0.6740718432081344;0.049785302107283894;0.20283277318613527
1;0.03645914995658923;1.0;0.12399426517194434;0.8760057348280557;0.042210345143696155;0.7411472781353904;0.0433874844082811
1;0.11432184318357155;1.0;0.3290394759796671;0.6709605240203329;0.15698929676878273;0.02254687834480348;0.1329278507585792
1;0.04384326991603952;1.0;0.559441626247329;0.44055837375267104;0.36533543609070457;0.013296113255365937;0.05043450077398462
1;0.4917183184708674;1.0;0.7274912709053921;0.2725087290946079;0.661388092793452;0.1568069781574009;0.6663661696820707
1;0.32431231700767454;1.0;0.506918864898328;0.49308113510167195;0.5023861653513845;0.4461866768690354;0.4311860362240144
1;0.051485180059962485;1.0;0.3429254795478658;0.6570745204521342;0.18546258585211384;0.4849674199873264;0.06086475780812971
1;0.17834078197729866;1.0;0.43812809068151914;0.5618719093184809;0.3037034444022;0.3773575216638915;0.21752882026697493
1;0.010529809924713291;1.0;0.76590661915124;0.23409338084875994;0.08054888303827833;0.15349322072478486;0.011866140806307423
1;0.3819722186435014;1.0;0.1587895714802121;0.8412104285197879;0.10688349348438607;0.5992201275714567;0.4939068901193562
1;0.26195357813160225;1.0;0.8585462694534495;0.14145373054655053;0.6461795172032155;0.03147345270101871;0.32624507655828766
1;0.03978697974807047;1.0;0.10440521258029012;0.8955947874197099;0.04111925971670887;0.494718670956305;0.04634713383241452
1;0.44190667835259384;1.0;0.6922310999492595;0.30776890005074053;0.641245961020626;0.20231610188827986;0.5878064277651392
1;0.448959239273028;1.0;0.7701957526392303;0.22980424736076968;0.6925148902253507;0.22254885372213262;0.6045175194171389
1;0.0072970020296239555;1.0;0.39454125070595847;0.6054587492940415;0.24194583468322942;0.027710310375697524;0.008241447871375962
1;0.4395809635280031;1.0;0.69385092457084;0.3061490754291601;0.5204377470628017;0.2441681596232213;0.5817678509902028
1;0.11843246404540299;1.0;0.6810439687041469;0.31895603129585315;0.457587714073023;0.15662328356232838;0.1415309749353051
1;0.3191201233808157;1.0;0.5720353378730068;0.42796466212699324;0.20540523580659295;0.41121111013184153;0.4047388892277486
1;0.4894447318673155;1.0;0.9327319224177336;0.06726807758226638;0.6776077294022377;0.058446750048345195;0.6951134465629903
1;0.27955075941080376;1.0;0.067281738082558;0.932718261917442;0.05510215909391271;0.48744953213362474;0.34714134550454306
1;0.16148462129091185;1.0;0.14089245807164574;0.8591075419283543;0.06246485515060332;0.19276082826286836;0.1911808048701142
1;0.4437926230939902;1.0;0.6767557654307566;0.3232442345692434;0.4037417851071431;0.27832704398457314;0.5932128551166663
1;0.21807881249786853;1.0;0.16086726476699753;0.8391327352330025;0.05355849569133501;0.2541126592300056;0.29833050863060584
1;0.29742502662255077;1.0;0.7452279048333371;0.2547720951666629;0.739048878184104;0.1164813430053248;0.38998241493217284
1;0.214704645802709;1.0;0.7592940233844598;0.24070597661554013;0.7113435584558417;0.15752847812129483;0.26910546237501415
1;0.07012287913568699;1.0;0.4978140699614235;0.5021859300385765;0.478011730041702;0.13803716473027844;0.08330441488009242
1;0.5702587961204132;1.0;0.23932528223058058;0.7606747177694194;0.20628533752941927;0.6864399348818638;0.8524766598646863
1;0.005119284351691943;1.0;0.8393134137406218;0.16068658625937818;0.046247952166056115;0.09083515530231849;0.005711103511797585
1;0.02810902377420121;1.0;0.5480353367816134;0.4519646632183866;0.223859106837161;0.32727080347384147;0.03270903389694281
1;0.22271942627752706;1.0;0.406337236771396;0.593662763228604;0.3208858961190073;0.11884834911407875;0.27017934055363124
1;0.24058034420809138;1.0;0.8966667435448171;0.10333325645518285;0.2495431562933854;0.08712898777332395;0.29931729149586056
1;0.44364403493328347;1.0;0.8567441955245544;0.14325580447544564;0.832687334525127;0.1083035091202307;0.5970247638965409
1;0.19463404790563285;1.0;0.6234009922603739;0.37659900773962607;0.033257215397672034;0.25622128483963835;0.23432167510387958
1;0.1630287001602254;1.0;0.142922173054014;0.857077826945986;0.03751502718143226;0.8492731148862732;0.20671514125543153
1;0.047927040891645206;1.0;0.5058887960573706;0.4941112039426294;0.31765655892544453;0.027257573805864934;0.05502598055258972
1;0.2996119924024831;1.0;0.700252106950624;0.29974789304937594;0.6518469352493901;0.11812129969794713;0.3805171586490604
1;0.07740064847035248;1.0;0.39818082071910943;0.6018191792808906;0.20013942389541142;0.36167101714548133;0.09118083463685318
1;0.5334852454130116;1.0;0.30574190701392934;0.6942580929860707;0.2799833987398566;0.5382127811399002;0.7567065393195564
1;0.4657013791858578;1.0;0.6365066411285699;0.3634933588714301;0.6185524027056993;0.23069591927573938;0.6281850315671357
1;0.08413138800394121;1.0;0.1480512938261218;0.8519487061738782;0.08542431515566597;0.2283375530372751;0.09722949161749268
1;0.05548814116805624;1.0;0.5160578480948022;0.48394215190519785;0.2313812728488153;0.20116874744655175;0.06429922218224739
1;0.5771288684522486;1.0;0.4010379141638668;0.5989620858361332;0.38275167575951863;0.5195438637551035;0.8513933033286206
1;0.3648485906222294;1.0;0.48694177503411773;0.5130582249658823;0.3028147193270175;0.4214038237389935;0.4697203243675617
1;0.5470497584573438;1.0;0.5607756971266827;0.43922430287331726;0.42841304497748145;0.43524670971874896;0.8176953708045652
1;0.20671982566007693;1.0;0.24020078902680642;0.7597992109731936;0.033598410530744145;0.33430621671070093;0.24867284814738652
1;0.25461566881998676;1.0;0.5310021663477267;0.4689978336522733;0.32902141613468094;0.11563104092547286;0.31224258472618144
1;0.20597157161176297;1.0;0.6128092709571998;0.38719072904280016;0.5041613391271753;0.15452461687918942;0.25258166510290886
1;0.0005608932370774707;1.0;0.5630043031375105;0.43699569686248957;0.13169144499459068;0.046600706537006965;0.0006271434771267221
1;0.24139564795948126;1.0;0.23476618647513103;0.765233813524869;0.20640526905260762;0.6594317043085189;0.3042553935942988
1;0.29102822013690555;1.0;0.3146132542114971;0.6853867457885029;0.049109145210830665;0.5308665601956158;0.3631812910024514
1;0.04659687239027661;1.0;0.5568935939941717;0.44310640600582835;0.2784878249128766;0.4179357416435943;0.05533337116687287
1;0.5621311170782726;1.0;0.09600186201064032;0.9039981379893597;0.06989015366828967;0.8904382506809747;0.7968312317413179
1;0.3180228842498906;1.0;0.3750739572177477;0.6249260427822523;0.2938902891469694;0.21300762745793334;0.4007989658047557
1;0.13130669273592677;1.0;0.5352010750955561;0.46479892490444386;0.3692497228952301;0.0005239020924834283;0.1543373734765046
1;0.3548241457767363;1.0;0.669158884443156;0.3308411155568441;0.6669165045128335;0.13080706493931624;0.49106637931837355
1;0.31394566245693456;1.0;0.14477200017573222;0.8552279998242678;0.12062707619100624;0.4065651367212965;0.39470094764498304
1;0.5127925688985023;1.0;0.2870928753109331;0.7129071246890669;0.20205933117541536;0.6846703891950354;0.7034334361177086
1;0.015252538738372378;1.0;0.438221106901174;0.561778893098826;0.32871774412951554;0.24611883268870982;0.01773396082725368
1;0.44435848895835267;1.0;0.5925871048798683;0.4074128951201316;0.44717702781050356;0.3534889679832716;0.5899359092970287
1;0.38277821074944635;1.0;0.6349865010748337;0.3650134989251664;0.6313791090660057;0.036469266629936395;0.5168486369820819
1;0.45705454082184477;1.0;0.6807399206673184;0.31926007933268163;0.47616709101177296;0.21300556095953657;0.6626286429104226
1;0.20614780573741354;1.0;0.43392616368442083;0.5660738363155792;0.04578315782928167;0.2379292001958251;0.25339047532001635
1;0.21195858988991553;1.0;0.29774737753129443;0.7022526224687056;0.11757838246389199;0.22147946524680645;0.2558282883152406
1;0.0754056889809543;1.0;0.4199493737563529;0.5800506262436471;0.18476699420230783;0.07200596384914584;0.08654352384808563
1;0.034293937889125686;1.0;0.06175593400848789;0.9382440659915121;0.008195095414445316;0.7062210365989536;0.04052454824524269
1;0.5366848330958447;1.0;0.7079235015812291;0.292076498418771;0.6204908308047059;0.2056430685713278;0.7870987410524997
1;0.4368491367335656;1.0;0.24103237724503612;0.7589676227549639;0.10799873375066489;0.625139119684132;0.5774237817049425
1;0.054941744341419574;1.0;0.6044788810919343;0.39552111890806574;0.4440438987726361;0.0036496779823465284;0.06375937527926503
1;0.024733391980080354;1.0;0.7786704677837908;0.2213295322162092;0.14062800658845495;0.002491568784509715;0.027745138552872486
1;0.4253157865184673;1.0;0.6740031808139002;0.3259968191860998;0.456093382727768;0.21235579935509769;0.561176303316982
1;0.14052851414721962;1.0;0.5967575448761839;0.403242455123816;0.0992723731332505;0.1514861456205717;0.16466851096731494
1;0.21136207148688965;1.0;0.6777658595661997;0.32223414043380033;0.3092079564046958;0.10560613532727538;0.25500597682825105
1;0.4790862857342541;1.0;0.6294830607157615;0.37051693928423846;0.3649987474017372;0.35479151526335273;0.6700550944805463
1;0.22718313609358576;1.0;0.7342678806633963;0.2657321193366037;0.40633840886395206;0.05203102358288905;0.27604345188416424
1;0.5349154506125894;1.0;0.9403495243590749;0.059650475640925044;0.77790690532029;0.041966656502053536;0.7775967929247376
1;0.17225132045439628;1.0;0.7027168601578404;0.29728313984215954;0.32996877046613865;0.23872134155134134;0.20793235813288907
1;0.2626782759373586;1.0;0.5342749608401274;0.4657250391598726;0.07823252286241357;0.31171869514513145;0.38094045201963683
1;0.2258745839425821;1.0;0.20063936333169208;0.7993606366683079;0.10514188176622331;0.22012082677715245;0.27651298671846053
1;0.25261162385526836;1.0;0.13593716312816928;0.8640628368718307;0.12184013129363547;0.26095594801797484;0.37509926425736545
1;0.4832597226841219;1.0;0.2580806739445781;0.7419193260554219;0.20478196185775915;0.5902329733730701;0.6522570990686053
1;0.5101681316127321;1.0;0.2738761144227154;0.7261238855772846;0.1606600497615959;0.6116399042348408;0.7203996956353743
1;0.2573471834103222;1.0;0.8506361547450205;0.14936384525497953;0.3624390107306712;0.05755873107361718;0.3160717902320127
1;0.004466408205759734;1.0;0.3716297396554117;0.6283702603445883;0.3413810701800665;0.3098325298702491;0.00522547408087177
1;0.4653839774190245;1.0;0.23874560257876343;0.7612543974212366;0.223811453986305;0.7234289301859101;0.6301226358297116
1;0.2792535966781987;1.0;0.47806751985333484;0.5219324801466652;0.19961956964845343;0.2578361666199914;0.3459848605981715
1;0.1936007688591594;1.0;0.5296742776026775;0.4703257223973225;0.4271938244576513;0.06716904646728424;0.23365265048928488
1;0.004325241912952277;1.0;0.7109808203165389;0.2890191796834611;0.08856371080740714;0.10200895194735672;0.004846325636648144
1;0.08735614297990055;1.0;0.8003955778538809;0.1996044221461191;0.2204190592663655;0.09807765591711677;0.10106776380795768
1;0.4473132664318069;1.0;0.22041329618474703;0.779586703815253;0.06933376388145848;0.64700475075546;0.7006117592774812
1;0.1699647305752147;1.0;0.4775250018873929;0.5224749981126071;0.44501563833044255;0.11366338913014955;0.20535806654163113
1;0.056230085073862936;1.0;0.6289981859035043;0.37100181409649563;0.4034260102426587;0.14280796557116615;0.06582006873514258
1;0.3301288003758456;1.0;0.463857950460706;0.536142049539294;0.4016478140563924;0.2525300259227768;0.41901794859704566
1;0.011490233602197001;1.0;0.6868892920802565;0.31311070791974344;0.38244402151560136;0.07110453771220318;0.013200900539539569
1;0.3048759214561664;1.0;0.0681979085189055;0.9318020914810945;0.025513699609546813;0.40696795589909596;0.38969357796809717
1;0.11653115351165051;1.0;0.06898984910278205;0.931010150897218;0.0064214174786381105;0.7284599317984496;0.1406330777804366
1;0.17132989409872787;1.0;0.8291371682874877;0.1708628317125123;0.6014139583158252;0.0023043977525758616;0.20722360563515538
1;0.060077626853909;1.0;0.46718629413864865;0.5328137058613513;0.13013861666255963;0.11955487164324254;0.06862644893548012
1;0.1935655406881549;1.0;0.5650984983685536;0.43490150163144636;0.23735075053683383;0.3007707459324517;0.2342806213521797
1;0.4368263658552418;1.0;0.1425073535256447;0.8574926464743553;0.09383267396660526;0.6454873325934711;0.577236621840711
1;0.07043012841202291;1.0;0.3016649917087255;0.6983350082912745;0.29022157713079677;0.34034750192009733;0.08381706124848343
1;0.039609809773966206;1.0;0.6239662364763394;0.3760337635236605;0.2003056459370123;0.26396625429661835;0.04586636943053452
1;0.1712758669828513;1.0;0.6490350417899569;0.3509649582100431;0.3212906274100679;0.24559772446684885;0.20658748895931792
1;0.3689954012755316;1.0;0.3489294846017863;0.6510705153982137;0.18465572359725863;0.6122341767501427;0.4789845083925351
1;0.30962497487810375;1.0;0.20623534663871967;0.7937646533612803;0.07186807819837597;0.561663309850695;0.3896603645799173
1;0.10519251352303034;1.0;0.6637022508917011;0.3362977491082989;0.04845861631357208;0.08943909848678656;0.13111060060127044
1;0.3398235228851044;1.0;0.7369995534310291;0.2630004465689709;0.48223157720903065;0.21899584396902927;0.43367467108058794
1;0.08087379194560097;1.0;0.18629394800035104;0.813706051999649;0.12464556887857398;0.76907962405426;0.09845747151240054
1;0.5526255829170029;1.0;0.7575856885038939;0.24241431149610618;0.6423860212547078;0.2178997161668564;0.7828522968874069
1;0.5453486420910032;1.0;0.3761454984538982;0.6238545015461018;0.3731277714575141;0.5137741387938594;0.8577462766399281
1;0.2780128879588909;1.0;0.46103607405304436;0.5389639259469556;0.4360234211189023;0.20928590748447173;0.3482662820598509
1;0.36512904975710964;1.0;0.5050506072442251;0.49494939275577493;0.2317130134160654;0.355015208087281;0.46885947064646977
1;0.23227347699646286;1.0;0.37274024977565434;0.6272597502243457;0.008928814891954266;0.48914953216627516;0.2834401466330583
1;0.3698030241241054;1.0;0.3375506116625534;0.6624493883374466;0.3141565850014834;0.33640849113048155;0.4765980582173674
1;0.3151891213758303;1.0;0.26639474305444155;0.7336052569455584;0.10846859150929689;0.5132783363037281;0.39709794643381036
1;0.1959828358846785;1.0;0.6464226552386102;0.3535773447613898;0.1763530965942865;0.30687601732155007;0.23666136950282737
1;0.012347726496989994;1.0;0.6443374739559349;0.3556625260440651;0.4099470543753245;0.07731356865620863;0.014232228791566636
1;0.3146224020577468;1.0;0.3018692559595313;0.6981307440404687;0.018261271546266864;0.6682211056681577;0.39977678487095575
1;0.14596990794139172;1.0;0.36849993094916944;0.6315000690508306;0.3107698017541853;0.1924126136191756;0.17416666688029372
1;0.4039805937708061;1.0;0.41055397608066746;0.5894460239193325;0.27806663830654843;0.34973760833940193;0.5286770869225995
1;0.3323475601579346;1.0;0.7908811921601392;0.20911880783986084;0.45483895789844914;0.07427395702317961;0.4210600425874255
1;0.3626053882751747;1.0;0.4507853426627835;0.5492146573372165;0.35200184747496605;0.376995003991411;0.4665684244430086
1;0.46831150057842463;1.0;0.6124077739848588;0.3875922260151412;0.5020857713069528;0.20402219002081795;0.6383969628225687
1;0.00800013548240051;1.0;0.3289669779692974;0.6710330220307026;0.0771484685340568;0.2199150906988553;0.009057123781412208
1;0.07302121683366675;1.0;0.5460201679398757;0.4539798320601242;0.40693064815357133;0.3344277537610493;0.08731584601004053
1;0.07025412165974745;1.0;0.30593395254276845;0.6940660474572315;0.2592932628358931;0.6437003907292297;0.08536460756561572
1;0.3682915657010157;1.0;0.6300897468033576;0.3699102531966424;0.5267401207655006;0.18535992274850313;0.47435264443062436
1;0.044844869777385325;1.0;0.4837843136574359;0.5162156863425641;0.2414836896751082;0.2836134433629638;0.05225629387965667
1;0.3281937972203601;1.0;0.5960693982625387;0.4039306017374613;0.44056061876362185;0.0553847383003606;0.48403134721409263
1;0.2503650539947418;1.0;0.6849479458119508;0.31505205418804916;0.34771382929093625;0.15707895476112177;0.3071839585119039
1;0.5010881102523042;1.0;0.1864850916739239;0.8135149083260761;0.17247009520143133;0.6133413346153869;0.7617053755037253
1;0.4512111301932822;1.0;0.4615154107873305;0.5384845892126695;0.1553186886793315;0.5158010394560733;0.622278676314932
1;0.19491639571908032;1.0;0.8171283208089102;0.18287167919108982;0.2539789579664262;0.1655923541121644;0.23453808033648776
1;0.16319238349228263;1.0;0.5049367481962337;0.49506325180376626;0.04911267789192237;0.167971704626412;0.20260576438156447
1;0.20152264763990527;1.0;0.7707836583430874;0.22921634165691265;0.5200933604715648;0.22785673338628315;0.25885573265800005
1;0.38621010878229267;1.0;0.1616363577083616;0.8383636422916384;0.07134746116467604;0.6340716671620784;0.5000301834961749
1;0.484273028409818;1.0;0.6605725267934786;0.3394274732065214;0.6149768135312356;0.1294138006917757;0.7180672221135617
1;0.10045388526447917;1.0;0.7219713592409368;0.2780286407590632;0.28958905003026253;0.23385872375434674;0.11871528989786309
1;0.07859501087109547;1.0;0.6126861293918788;0.3873138706081211;0.5155561182761357;0.20201852144857313;0.09392982589912764
1;0.17583962023946081;1.0;0.1490956453740554;0.8509043546259446;0.13348945139156407;0.5586434196354445;0.21487396543826112
1;0.2498268689709304;1.0;0.22833019722180736;0.7716698027781926;0.12367118294901684;0.670588983392757;0.31332058097745674
1;0.15532666320377123;1.0;0.897534036094506;0.10246596390549403;0.42917467857561087;0.04090444813969076;0.18509373086635775
1;0.372394873126699;1.0;0.13401485683727843;0.8659851431627216;0.06669779500682259;0.6098367497761557;0.47930459287214805
1;0.3932898725225537;1.0;0.13216193208493898;0.867838067915061;0.02575023141786848;0.785827669342351;0.5137532245284357
