;tC;tP;tN;tAce;Resp;Ferm;Nucprod;Aaprod;Replication;Transcription;tRNAcharging;Ribosome
10;0.5921685167901677;0.24031664484341336;0.2337970243316592;0.06628218596524037;1e-10;0.35278786904055176;0.5397157119129096;0.2056420767701045;0.031053125969100474;0.4310361633002952;0.6446653754536897;0.5691983982986109
11;0.5918117086008953;0.2405721808405854;0.2340499025646159;0.06643379200609667;1e-10;0.3534428062781775;0.5409881007798977;0.20583735005514112;0.030880433790008092;0.4325169239776995;0.6474821579374518;0.5723678470934457
12;0.5914140015308298;0.2408576474007549;0.234332623599384;0.06660427253096872;1e-10;0.35417464198516063;0.5424420286276165;0.2060574176235209;0.030678168825250346;0.43421705708383945;0.6507251611177969;0.576026417053649
13;0.5909756311362859;0.24117307507205218;0.23464532755371958;0.06679403376205786;1e-10;0.35498307195366274;0.5440918564521797;0.20630336662268053;0.030442302459880714;0.4361566283215436;0.6544363731963876;0.5802254993135435
14;0.5904983998763359;0.24151739059033517;0.23498710055115785;0.06700289101782901;1e-10;0.35586471672805486;0.5459500355060893;0.20657585764665815;0.03016862502487828;0.4383541469827241;0.6586556600937169;0.5850150456147286
15;0.5899858407863189;0.241888256686735;0.2353558201927667;0.06722991766582072;1e-10;0.35681247115238723;0.5480261664056161;0.206875057035268;0.029852884995692247;0.4408254326207568;0.6634186238874901;0.5904412004835488
16;0.5894433399494912;0.2422819631633784;0.2357480563512959;0.06747335946416552;1e-10;0.35781515995711705;0.5503262990954517;0.20720063564401303;0.029490956546946095;0.443582655954327;0.6687546713689942;0.5965440403206517
17;0.5888781338974065;0.24269341183509346;0.2361590654710731;0.06773061120357313;1e-10;0.3588575204700412;0.5528523779133383;0.20755181763451794;0.029079043788771207;0.4466334557793146;0.6746851259474681;0.603355250977881
18;0.5882990789418896;0.24311624676089735;0.236582922479058;0.06799824818184508;1e-10;0.35992051776010037;0.5556017059052393;0.20792744712628453;0.02861392537084614;0.4499800146598029;0.6812211956602038;0.6108955662178502
19;0.5877163334312907;0.24354308696849528;0.2370127558474545;0.0682721762472406;1e-10;0.3609822205075145;0.5585667753179471;0.2083260973059549;0.02809320498044388;0.45361849413651545;0.688362501537056;0.6191727021062631
20;0.5871408570017316;0.24396589246322312;0.23744110604286642;0.06854785550782122;1e-10;0.36201908067241145;0.5617352103663052;0.2087461590202078;0.027515555359439763;0.45753858673862824;0.6960958147298275;0.6281794745001559
21;0.5865838997882165;0.24437638496662367;0.23786033622464273;0.06882062097948292;1e-10;0.36300764263623714;0.5650900561433405;0.2091859203341446;0.026880922459706722;0.4617234983585635;0.7043945660427203;0.637892725937293
22;0.5860564234404275;0.24476652075368427;0.23826308285142328;0.0690860270455352;1e-10;0.36392636681540597;0.5686101758916301;0.2096435888529779;0.026190671693707184;0.4661501413586;0.7132188228912505;0.6482728139711222
23;0.5200123737959534;0.24230156670555575;0.23768605959849065;1e-10;0.2845348281077323;5.743505537110608e-07;0.5569913581930515;0.20479884651043784;0.025159441095167163;0.457483208930359;0.7010155190291394;0.6384864449909808
24;0.5189619553432389;0.24282414242150263;0.23821390233525838;1e-10;0.28569518672672445;5.222855753090144e-07;0.5599597431840055;0.20511577416345467;0.024430039101593158;0.46146621370915014;0.7092793220947977;0.6485097257710715
25;0.518219200238248;0.2431923845790893;0.2385884152826626;1e-10;0.2868906802650816;4.7572146741441664e-07;0.5634849148604929;0.20552501347466415;0.02363768841020187;0.4660563968031124;0.7186504065687925;0.6597510651502927
26;0.517542759165421;0.24352625914915416;0.23893098178542474;1e-10;0.287993547360493;4.336116371656301e-07;0.5670642401304703;0.20594006083129587;0.022807128479432108;0.4707537005108701;0.7282920088950019;0.6713766030582126
27;0.5169406608419237;0.24382160485282675;0.23923773440524942;1e-10;0.2889904092859653;3.9544422480885015e-07;0.5706786040678179;0.20636141561624502;0.021944996132259337;0.47552877505579005;0.7381412553349695;0.6833084423916311
28;0.5164158870232715;0.24407685743943783;0.23950725563729058;1e-10;0.2898709159173417;3.6079692130349117e-07;0.5743052998958889;0.2067885369570069;0.021058744725341336;0.4803479665549699;0.7481264299055327;0.6954575190179939
29;0.5159613167407326;0.24429573794673035;0.23974294541253677;1e-10;0.2906256538875131;3.2932321028934295e-07;0.5779115441256037;0.20721780808980877;0.020156502488413663;0.48516772434315025;0.7581582497325893;0.7077156395278944
30;0.5155787849835755;0.24447726177221846;0.23994395334420593;1e-10;0.2912552897761916;3.006882008354868e-07;0.5814821047599048;0.2076491294725117;0.01924570410983173;0.4899618696439551;0.7681765495194609;0.7200029236688512
31;0.5152566598896628;0.2446275359117852;0.2401158042985518;1e-10;0.29175872483403503;2.746239675058369e-07;0.5849866519402287;0.20807778847473554;0.018334052320033496;0.49469041757370846;0.7780982677159428;0.7322165953871128
32;0.5150002125385733;0.24474373761692564;0.24025604994450084;1e-10;0.29214684665089397;2.50863259002885e-07;0.5884216840783717;0.20850537277896208;0.017427977469647745;0.49933997821230774;0.787885917039863;0.7443000138467128
33;0.514783953638539;0.24483934430311277;0.24037670215834803;1e-10;0.2924187021918867;2.2921132217780966e-07;0.5917453586037749;0.2089223102303999;0.01653431327262649;0.5038620528134619;0.7974443383029328;0.7561402490050144
34;0.5145981700320579;0.24491952026417677;0.24048230980376512;1e-10;0.2925826312724313;2.094673948103625e-07;0.594940577848415;0.20932481874690853;0.01565838571011436;0.5082331278893449;0.8067219196970877;0.7676694970130862
35;0.5144431594540422;0.24498409028431292;0.24057275036164474;1e-10;0.29265257856803134;1.9144526420439785e-07;0.5980055203381353;0.2097129931312066;0.014804482223991944;0.5124452537787741;0.8156947244476347;0.7788494583342801
36;0.5142969250801813;0.24504473724971937;0.24065833777009915;1e-10;0.29263190978822395;1.749965446017338e-07;0.6009116184476425;0.21007866025545557;0.013976582261004313;0.5164668881751331;0.8243011301339023;0.789606430413561
37;0.5141474784314536;0.24510782102653167;0.2407447006420146;1e-10;0.2925282002849062;1.5997808297317787e-07;0.6036453225180759;0.21041745187196656;0.01317756489403412;0.5202818457034355;0.8325069327276026;0.7998961833047737
38;0.5139835266023389;0.24517930345873526;0.24083717003892563;1e-10;0.2923484158066399;1.4626063155494147e-07;0.6061954714331608;0.21072535317726288;0.012409551109449793;0.5238773041957345;0.8402851644341932;0.8096837932238885
39;0.5137912509600688;0.2452664634026538;0.24094228573727727;1e-10;0.2920970795341035;1.3372859422251037e-07;0.6085489567086949;0.21099745356795194;0.01167401790101927;0.5272396887756823;0.8476091064655281;0.8189365708488403
40;0.513532494929225;0.24538940489032332;0.24107810028045146;1e-10;0.2917651547637468;1.2228392796160796e-07;0.6106634990613896;0.21121937650658024;0.010972002968040752;0.5303298006513618;0.8544108361146915;0.8275827163442582
